Windows version,Cipher suite string,Allowed by SCH_USE_STRONG_CRYPTO,TLS/SSL Protocol versions,Comment
10 v1709,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
10 v1709,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
10 v1709,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
10 v1709,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
10 v1709,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
10 v1709,TLS_RSA_WITH_3DES_EDE_CBC_SHA,True,TLS 1.2,
10 v1709,TLS_RSA_WITH_3DES_EDE_CBC_SHA,True,TLS 1.1,
10 v1709,TLS_RSA_WITH_3DES_EDE_CBC_SHA,True,TLS 1.0,
10 v1709,TLS_RSA_WITH_NULL_SHA256,False,TLS 1.2,
10 v1709,TLS_RSA_WITH_NULL_SHA256,False,,Only used when application explicitly requests.
10 v1709,TLS_RSA_WITH_NULL_SHA,False,TLS 1.2,
10 v1709,TLS_RSA_WITH_NULL_SHA,False,TLS 1.1,
10 v1709,TLS_RSA_WITH_NULL_SHA,False,TLS 1.0,
10 v1709,TLS_RSA_WITH_NULL_SHA,False,SSL 3.0,
10 v1709,TLS_RSA_WITH_NULL_SHA,False,,Only used when application explicitly requests.
10 v1803,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
10 v1803,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
10 v1803,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
10 v1803,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
10 v1803,TLS_DHE_RSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
10 v1803,TLS_DHE_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
10 v1803,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384,True,TLS 1.2,
10 v1803,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
10 v1803,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384,True,TLS 1.2,
10 v1803,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
10 v1803,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
10 v1803,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
10 v1803,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
10 v1803,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
10 v1803,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
10 v1803,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
10 v1803,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
10 v1803,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
10 v1803,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
10 v1803,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
10 v1803,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
10 v1803,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
10 v1803,TLS_RSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
10 v1803,TLS_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
10 v1803,TLS_RSA_WITH_AES_256_CBC_SHA256,True,TLS 1.2,
10 v1803,TLS_RSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
10 v1803,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
10 v1803,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
10 v1803,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
10 v1803,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
10 v1803,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
10 v1803,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
10 v1803,TLS_RSA_WITH_3DES_EDE_CBC_SHA,True,TLS 1.2,
10 v1803,TLS_RSA_WITH_3DES_EDE_CBC_SHA,True,TLS 1.1,
10 v1803,TLS_RSA_WITH_3DES_EDE_CBC_SHA,True,TLS 1.0,
10 v1803,TLS_RSA_WITH_NULL_SHA256,False,TLS 1.2,
10 v1803,TLS_RSA_WITH_NULL_SHA256,False,,Only used when application explicitly requests.
10 v1803,TLS_RSA_WITH_NULL_SHA,False,TLS 1.2,
10 v1803,TLS_RSA_WITH_NULL_SHA,False,TLS 1.1,
10 v1803,TLS_RSA_WITH_NULL_SHA,False,TLS 1.0,
10 v1803,TLS_RSA_WITH_NULL_SHA,False,SSL 3.0,
10 v1803,TLS_RSA_WITH_NULL_SHA,False,,Only used when application explicitly requests.
10 v1809,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
10 v1809,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
10 v1809,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
10 v1809,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
10 v1809,TLS_DHE_RSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
10 v1809,TLS_DHE_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
10 v1809,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384,True,TLS 1.2,
10 v1809,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
10 v1809,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384,True,TLS 1.2,
10 v1809,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
10 v1809,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
10 v1809,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
10 v1809,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
10 v1809,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
10 v1809,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
10 v1809,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
10 v1809,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
10 v1809,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
10 v1809,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
10 v1809,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
10 v1809,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
10 v1809,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
10 v1809,TLS_RSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
10 v1809,TLS_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
10 v1809,TLS_RSA_WITH_AES_256_CBC_SHA256,True,TLS 1.2,
10 v1809,TLS_RSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
10 v1809,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
10 v1809,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
10 v1809,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
10 v1809,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
10 v1809,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
10 v1809,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
10 v1809,TLS_RSA_WITH_3DES_EDE_CBC_SHA,True,TLS 1.2,
10 v1809,TLS_RSA_WITH_3DES_EDE_CBC_SHA,True,TLS 1.1,
10 v1809,TLS_RSA_WITH_3DES_EDE_CBC_SHA,True,TLS 1.0,
10 v1809,TLS_RSA_WITH_NULL_SHA256,False,TLS 1.2,
10 v1809,TLS_RSA_WITH_NULL_SHA256,False,,Only used when application explicitly requests.
10 v1809,TLS_RSA_WITH_NULL_SHA,False,TLS 1.2,
10 v1809,TLS_RSA_WITH_NULL_SHA,False,TLS 1.1,
10 v1809,TLS_RSA_WITH_NULL_SHA,False,TLS 1.0,
10 v1809,TLS_RSA_WITH_NULL_SHA,False,SSL 3.0,
10 v1809,TLS_RSA_WITH_NULL_SHA,False,,Only used when application explicitly requests.
10 v1903,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
10 v1903,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
10 v1903,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
10 v1903,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
10 v1903,TLS_DHE_RSA_WITH_AES_256_GCM_SHA384,False,TLS 1.2,
10 v1903,TLS_DHE_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
10 v1903,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384,True,TLS 1.2,
10 v1903,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
10 v1903,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384,True,TLS 1.2,
10 v1903,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
10 v1903,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
10 v1903,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
10 v1903,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
10 v1903,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
10 v1903,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
10 v1903,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
10 v1903,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
10 v1903,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
10 v1903,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
10 v1903,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
10 v1903,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
10 v1903,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
10 v1903,TLS_RSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
10 v1903,TLS_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
10 v1903,TLS_RSA_WITH_AES_256_CBC_SHA256,True,TLS 1.2,
10 v1903,TLS_RSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
10 v1903,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
10 v1903,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
10 v1903,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
10 v1903,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
10 v1903,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
10 v1903,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
10 v1903,TLS_RSA_WITH_3DES_EDE_CBC_SHA,True,TLS 1.2,
10 v1903,TLS_RSA_WITH_3DES_EDE_CBC_SHA,True,TLS 1.1,
10 v1903,TLS_RSA_WITH_3DES_EDE_CBC_SHA,True,TLS 1.0,
10 v1903,TLS_RSA_WITH_NULL_SHA256,False,TLS 1.2,
10 v1903,TLS_RSA_WITH_NULL_SHA256,False,,Only used when application explicitly requests.
10 v1903,TLS_RSA_WITH_NULL_SHA,False,TLS 1.2,
10 v1903,TLS_RSA_WITH_NULL_SHA,False,TLS 1.1,
10 v1903,TLS_RSA_WITH_NULL_SHA,False,TLS 1.0,
10 v1903,TLS_RSA_WITH_NULL_SHA,False,SSL 3.0,
10 v1903,TLS_RSA_WITH_NULL_SHA,False,,Only used when application explicitly requests.
10 v20H2,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
10 v20H2,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
10 v20H2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
10 v20H2,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
10 v20H2,TLS_DHE_RSA_WITH_AES_256_GCM_SHA384,False,TLS 1.2,
10 v20H2,TLS_DHE_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
10 v20H2,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384,True,TLS 1.2,
10 v20H2,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
10 v20H2,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384,True,TLS 1.2,
10 v20H2,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
10 v20H2,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
10 v20H2,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
10 v20H2,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
10 v20H2,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
10 v20H2,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
10 v20H2,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
10 v20H2,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
10 v20H2,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
10 v20H2,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
10 v20H2,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
10 v20H2,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
10 v20H2,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
10 v20H2,TLS_RSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
10 v20H2,TLS_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
10 v20H2,TLS_RSA_WITH_AES_256_CBC_SHA256,True,TLS 1.2,
10 v20H2,TLS_RSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
10 v20H2,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
10 v20H2,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
10 v20H2,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
10 v20H2,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
10 v20H2,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
10 v20H2,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
10 v20H2,TLS_RSA_WITH_3DES_EDE_CBC_SHA,True,TLS 1.2,
10 v20H2,TLS_RSA_WITH_3DES_EDE_CBC_SHA,True,TLS 1.1,
10 v20H2,TLS_RSA_WITH_3DES_EDE_CBC_SHA,True,TLS 1.0,
10 v20H2,TLS_RSA_WITH_NULL_SHA256,False,TLS 1.2,
10 v20H2,TLS_RSA_WITH_NULL_SHA256,False,,Only used when application explicitly requests.
10 v20H2,TLS_RSA_WITH_NULL_SHA,False,TLS 1.2,
10 v20H2,TLS_RSA_WITH_NULL_SHA,False,TLS 1.1,
10 v20H2,TLS_RSA_WITH_NULL_SHA,False,TLS 1.0,
10 v20H2,TLS_RSA_WITH_NULL_SHA,False,SSL 3.0,
10 v20H2,TLS_RSA_WITH_NULL_SHA,False,,Only used when application explicitly requests.
10 v22H2,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
10 v22H2,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
10 v22H2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
10 v22H2,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
10 v22H2,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384,True,TLS 1.2,
10 v22H2,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
10 v22H2,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384,True,TLS 1.2,
10 v22H2,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
10 v22H2,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
10 v22H2,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
10 v22H2,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
10 v22H2,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
10 v22H2,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
10 v22H2,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
10 v22H2,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
10 v22H2,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
10 v22H2,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
10 v22H2,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
10 v22H2,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
10 v22H2,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
10 v22H2,TLS_RSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
10 v22H2,TLS_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
10 v22H2,TLS_RSA_WITH_AES_256_CBC_SHA256,True,TLS 1.2,
10 v22H2,TLS_RSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
10 v22H2,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
10 v22H2,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
10 v22H2,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
10 v22H2,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
10 v22H2,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
10 v22H2,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
10 v22H2,TLS_RSA_WITH_NULL_SHA256,False,TLS 1.2,
10 v22H2,TLS_RSA_WITH_NULL_SHA256,False,,Only used when application explicitly requests.
10 v22H2,TLS_RSA_WITH_NULL_SHA,False,TLS 1.2,
10 v22H2,TLS_RSA_WITH_NULL_SHA,False,TLS 1.1,
10 v22H2,TLS_RSA_WITH_NULL_SHA,False,TLS 1.0,
10 v22H2,TLS_RSA_WITH_NULL_SHA,False,SSL 3.0,
10 v22H2,TLS_RSA_WITH_NULL_SHA,False,,Only used when application explicitly requests.
11 v22H2,TLS_AES_256_GCM_SHA384,True,TLS 1.3,
11 v22H2,TLS_AES_128_GCM_SHA256,True,TLS 1.3,
11 v22H2,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
11 v22H2,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
11 v22H2,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
11 v22H2,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
11 v22H2,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384,True,TLS 1.2,
11 v22H2,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
11 v22H2,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384,True,TLS 1.2,
11 v22H2,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
11 v22H2,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
11 v22H2,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
11 v22H2,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
11 v22H2,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
11 v22H2,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
11 v22H2,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
11 v22H2,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
11 v22H2,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
11 v22H2,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
11 v22H2,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
11 v22H2,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
11 v22H2,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
11 v22H2,TLS_RSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
11 v22H2,TLS_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
11 v22H2,TLS_RSA_WITH_AES_256_CBC_SHA256,True,TLS 1.2,
11 v22H2,TLS_RSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
11 v22H2,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
11 v22H2,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
11 v22H2,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
11 v22H2,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
11 v22H2,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
11 v22H2,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
11 v22H2,TLS_RSA_WITH_NULL_SHA256,False,TLS 1.2,
11 v22H2,TLS_RSA_WITH_NULL_SHA256,False,,Only used when application explicitly requests.
11 v22H2,TLS_RSA_WITH_NULL_SHA,False,TLS 1.2,
11 v22H2,TLS_RSA_WITH_NULL_SHA,False,TLS 1.1,
11 v22H2,TLS_RSA_WITH_NULL_SHA,False,TLS 1.0,
11 v22H2,TLS_RSA_WITH_NULL_SHA,False,SSL 3.0,
11 v22H2,TLS_RSA_WITH_NULL_SHA,False,,Only used when application explicitly requests.
11,TLS_AES_256_GCM_SHA384,True,TLS 1.3,
11,TLS_AES_128_GCM_SHA256,True,TLS 1.3,
11,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
11,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
11,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
11,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
11,TLS_DHE_RSA_WITH_AES_256_GCM_SHA384,False,TLS 1.2,
11,TLS_DHE_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
11,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384,True,TLS 1.2,
11,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
11,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384,True,TLS 1.2,
11,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
11,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
11,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
11,TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
11,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
11,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
11,TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
11,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
11,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
11,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
11,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
11,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
11,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.0,
11,TLS_RSA_WITH_AES_256_GCM_SHA384,True,TLS 1.2,
11,TLS_RSA_WITH_AES_128_GCM_SHA256,True,TLS 1.2,
11,TLS_RSA_WITH_AES_256_CBC_SHA256,True,TLS 1.2,
11,TLS_RSA_WITH_AES_128_CBC_SHA256,True,TLS 1.2,
11,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.2,
11,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.1,
11,TLS_RSA_WITH_AES_256_CBC_SHA,True,TLS 1.0,
11,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.2,
11,TLS_RSA_WITH_AES_128_CBC_SHA,True,TLS 1.1,
